1 2 3 4 5 7 8 9 10 11
67108 522 257 736 5114 2151 1589 14 23 71
18676 620 325 817 6172 2450 1909 17 22 79
10051 746 390 858 8049 2053 1737 5 18 62
7091 529 291 780 5430 1695 1229 14 13 50
56857 542 312 1068 4620 1743 1104 7 15 46
86657 475 271 957 5065 1929 1384 11 19 38
81880 495 213 948 4731 1852 1357 16 18 37
32648 599 281 751 5573 2161 1724 13 28 49
29001 582 301 690 5910 2335 2018 6 20 71
48663 700 348 877 6865 2270 1671 8 25 89
68755 455 254 751 5086 1755 1184 5 16 51
20140 410 251 848 4966 1908 1104 6 4 74
112405 523 259 846 4194 1881 1025 12 16 44
62649 417 266 746 4416 2278 1155 12 18 55
6953 451 292 824 4901 2690 1338 10 12 54
25983 603 293 618 5863 2697 1451 8 21 73
89082 663 393 892 6699 2158 1554 10 19 51
78788 542 240 664 5332 1624 1040 5 7 63
111394 499 276 810 4830 1831 955 14 11 45
67958 422 243 755 4779 1974 1132 11 11 44
17826 487 246 641 5125 2198 1251 7 9 37
54176 410 316 757 4477 2599 1434 8 11 60
9307 544 304 785 6383 2849 1896 9 29 68
8949 685 406 752 7511 2748 1997 2 26 86
28547 491 278 823 5171 2297 1417 9 19 56
78316 462 293 651 4541 2318 1343 6 10 41
102483 392 232 623 4360 2447 1405 6 12 42
6982 421 258 820 4298 2789 1589 10 11 63
35285 471 263 723 4800 3557 1745 21 19 49
55725 519 340 572 5876 4067 2044 25 31 85
35327 741 356 1023 7254 3844 1808 11 14 83
78656 533 279 925 5287 3318 1341 6 3 57
84201 577 212 863 5396 3562 1258 24 14 66
7168 501 278 819 4808 4215 1389 16 17 56
48100 483 260 887 4895 4577 1629 22 17 65
91322 702 337 885 6395 6192 2104 36 43 102
180480 724 367 898 6921 5742 2177 24 30 104
5030 256 214 435 2859 1121 567 1 6 31
72025 570 294 860 5977 1349 728 6 12 41
40053 512 221 880 4979 1561 812 2 8 40
39874 552 246 877 5301 1773 869 1 12 40
81874 483 220 1003 5660 1933 1005 10 10 54
29757 556 289 781 5477 2204 1177 6 27 49
114968 588 331 784 6053 2127 1324 5 31 69
27010 749 395 1012 7578 1790 1365 10 21 88
162186 603 256 946 5683 1283 908 3 21 47
114759 417 227 714 4484 1494 902 5 6 44
85664 445 274 844 5112 1669 1064 8 17 51
7298 396 261 907 4457 1686 1083 8 9 62
8393 460 258 711 4962 2088 1298 3 16 46
87516 558 303 773 6095 2296 1441 3 25 52
9398 756 351 776 7459 2162 1668 4 24 73
7237 571 240 811 6124 1484 1261 8 17 43
7618 463 209 783 4874 1731 996 12 14 49
8434 453 187 764 4749 1547 1159 12 12 42
10195 447 263 605 4364 2759 1308 9 15 48
18968 527 273 698 5092 2203 1393 5 14 47
20349 586 309 715 5860 2035 1635 2 28 58
21154 759 322 811 7629 1711 1468 10 18 72
18338 445 222 648 5647 1405 1086 4 13 56
18429 508 259 1352 5622 1848 1180 10 12 38
17844 477 223 885 4850 1909 1150 5 11 67
16090 463 214 767 4847 2158 1378 16 10 40
17953 616 274 653 6018 2192 1658 11 19 37
20858 583 350 711 6243 2411 1683 14 15 59
18917 630 418 827 7631 2268 1878 9 16 65
16369 538 320 864 5976 1971 1400 17 14 60
16035 520 279 939 5188 2077 1422 12 9 61
18736 532 250 881 5246 2335 1447 8 13 55
15938 432 255 874 5203 2601 1559 12 10 60
20758 580 258 697 5008 3104 1694 15 14 72
30941 629 315 694 6507 3484 2016 13 17 66
20517 552 333 699 5287 1978 1240 7 9 32
16975 606 263 979 6605 1730 1104 16 8 42
19535 515 294 792 6045 2105 1218 10 4 28
18500 395 255 916 5312 2035 1143 9 12 42
20148 485 218 845 4908 2038 1352 11 12 42
20961 543 263 741 5587 2134 1441 11 13 31
26386 511 278 600 5857 2330 1642 7 19 53
22812 614 376 777 6556 1703 1664 4 9 35
19687 524 292 833 5712 1577 1421 7 20 44
20473 470 218 708 4676 1676 1463 7 11 45
20540 433 194 675 4924 1801 1441 10 13 44
22358 362 211 593 4412 1981 1719 7 8 38
25086 547 284 769 5911 2438 2094 16 14 51
25957 520 303 649 5636 2403 2038 21 13 47
22406 498 283 674 4910 1965 1700 5 6 47
20411 480 235 617 5290 1505 1365 3 10 26
19513 418 243 675 5214 1683 1095 21 4 43
18512 372 202 576 5002 1705 1204 11 10 41
20040 448 158 664 5129 1999 1434 5 6 26
21325 494 258 1181 5848 2629 1932 17 14 43
22476 612 307 792 6289 2319 1874 7 17 66
21498 652 347 775 7223 2007 1972 1 20 66
18231 534 230 780 6036 1904 1527 6 16 48
18018 471 211 807 5117 1708 1361 14 11 40
17268 434 233 797 4437 1994 1633 9 16 36
16657 477 272 836 4866 2036 1635 7 11 37
18624 477 239 768 5256 2080 1896 7 11 53
19104 527 311 644 5557 2103 1988 18 9 35
18670 706 316 764 7139 1811 2053 5 19 70
16057 617 238 766 6280 1775 1579 10 20 46
16717 489 184 739 5037 2113 1540 5 9 38
16787 428 247 814 5110 2045 1636 3 27 46
19556 462 229 909 4969 2439 1653 11 4 51
22935 513 249 720 5728 2658 1879 13 9 63
25801 525 269 714 5996 2948 2048 10 13 62
21805 568 290 728 6306 2055 1637 21 17 47
18660 510 226 778 5449 1709 1204 9 4 34
19943 491 258 817 5570 1867 1284 3 20 32
20381 388 206 745 4370 1978 1150 7 16 26
20305 409 214 778 4656 2430 1278 11 4 36
21685 485 243 743 5224 2757 1568 13 7 46
23583 504 252 567 5579 2556 1612 13 22 38
21561 616 311 751 6094 1873 1724 13 13 42
19784 420 242 622 4876 1773 1611 10 14 26
19352 421 229 724 5181 1944 1548 9 11 36
19921 389 200 571 4351 1816 1578 4 13 30
21510 499 207 804 4845 2077 1688 11 6 42
24599 477 273 660 5296 2156 2055 6 13 33
25559 508 280 593 6348 2075 2056 6 9 39
22813 605 332 1160 6483 1994 1918 13 12 40
21397 468 228 835 5679 2128 1765 9 12 36
27683 487 305 969 5891 3160 2379 16 14 48
22068 400 232 686 4060 1976 1750 9 15 18
17877 415 268 758 4455 1604 1310 13 6 30
19834 572 335 837 5759 1917 1703 7 12 32
20772 494 284 634 5283 1746 1619 15 13 52
21550 663 352 769 6591 1603 1690 3 13 54
18921 586 258 780 6319 1524 1451 13 12 35
20051 438 254 906 4740 1680 1258 9 8 34
18783 471 274 807 5609 1712 1348 9 14 20
19382 551 255 788 5448 1907 1390 9 20 44
21361 527 284 805 5551 2343 1711 12 20 39
22436 587 296 735 6389 2069 1660 20 17 44
21258 688 338 991 6984 1900 1473 12 12 35
20800 480 204 931 5689 1712 1132 11 10 42
34130 409 216 814 4816 1568 1100 5 9 21
19349 409 177 693 4481 1644 1108 7 6 24
20146 432 208 786 5072 1785 1315 13 5 47
23701 558 259 761 5485 2005 1528 13 13 50
24468 510 250 655 5821 1967 1645 10 12 45
24154 609 369 684 6368 1529 1488 11 21 54
20102 462 241 601 5165 1400 1129 12 16 37
21217 409 231 640 4897 1364 1232 13 7 22
20373 387 209 611 4470 1576 1244 12 17 42
20715 378 229 679 4324 1979 1509 11 8 45
23299 434 312 765 5237 1966 1705 16 12 56
26413 560 246 711 5846 1857 1804 10 16 43
24178 618 326 689 6733 1512 1653 7 15 40
21793 495 205 741 5204 1325 1361 7 16 51
22558 414 210 622 5093 1334 1466 12 7 28
21643 514 234 1368 5820 1726 1538 14 9 45
22536 492 206 890 5554 1588 1549 11 14 42
23033 530 301 833 5643 1986 1943 14 5 35
26210 592 281 669 6144 2026 2085 17 13 53
24812 673 328 803 6979 1846 2053 9 6 54
21368 478 275 814 5248 1638 1747 10 12 42
20080 469 233 774 5114 1804 1704 6 13 43
20515 402 240 771 4950 1914 1588 6 11 57
21019 482 257 788 5032 2007 1777 16 8 32
23307 523 282 752 5671 2641 2180 16 19 70
24494 573 327 715 6406 2061 2258 11 15 88
24732 616 266 756 6536 1922 1854 6 13 51
18025 518 280 731 5446 1720 1439 13 11 32
17431 468 261 947 5737 1849 1415 11 11 42
21329 451 222 805 5141 1988 1345 15 15 47
20972 432 270 745 4926 2256 1400 13 12 42
23507 568 236 712 5543 2370 1675 17 10 39
26583 534 346 703 6190 2633 1946 11 23 42
28049 651 296 698 7086 2237 1922 4 24 59
23215 450 264 881 5320 1743 1366 9 16 56
22167 394 209 784 4793 1830 1327 7 16 42
20883 504 225 698 5179 2159 1576 12 21 38
20174 501 244 638 5029 2075 1672 6 26 36
23433 463 261 739 5240 2542 1996 11 17 60
29712 508 297 684 5828 2294 2052 12 12 64
26498 624 325 706 6664 1921 2070 5 9 78
21019 459 244 664 5038 1523 1457 6 8 44
20596 423 224 736 4503 1588 1494 18 9 43
21445 412 223 632 4552 1632 1459 13 14 56
52074 470 265 628 4898 1761 1726 7 11 69
27713 529 298 684 6145 2607 2229 19 19 104
25241 587 326 1074 6597 2571 2271 21 18 101
23246 514 347 752 5590 1867 1706 20 22 93
21201 621 347 887 6363 1730 1762 4 13 102
20785 489 215 729 5633 1483 1310 16 16 90
18168 602 253 834 5458 1647 1363 5 26 94
17661 494 251 747 5328 1855 1276 9 23 105
20327 534 272 707 5343 2238 1640 14 14 124
23402 566 360 752 6445 2614 2154 15 28 163
56638 716 353 826 7259 2279 2160 16 18 160
31539 599 300 810 5376 1765 1394 10 13 156
27514 419 290 805 4908 1716 1275 29 24 110
26301 408 245 831 4749 1918 1447 12 25 133
25006 517 244 905 5107 2102 1469 21 23 129
35618 532 257 803 5310 2519 1887 20 13 153
41751 546 332 724 6628 2926 2535 11 21 171
29774 685 376 736 7940 2484 2191 23 24 235
27061 538 249 709 4876 2026 1798 14 8 169
