1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
24450 534 278 720 5364 0 1374 1140 17 25 141 56 75 378 516 1044 939 1535 341 453
29602 612 251 765 6114 0 1925 1573 21 37 170 79 95 513 785 1450 1388 2351 405 567
29214 591 245 870 6062 0 2060 1678 23 53 169 74 128 557 1050 1726 1514 2267 340 607
30021 623 276 846 6552 0 2011 2040 27 38 133 57 73 580 884 1886 1544 2581 420 568
35475 528 279 694 6067 0 2342 2194 5 38 130 94 78 607 1375 2244 1445 2767 546 682
17255 425 168 1111 4574 0 1044 900 9 13 88 63 49 279 683 1347 847 845 150 306
25436 528 250 1231 5231 0 1448 1256 11 21 142 36 94 440 682 1054 1032 1215 235 371
26572 568 250 1113 5372 0 1564 1408 12 21 140 49 95 409 810 1118 1107 1254 246 394
27757 538 266 881 5134 0 1746 1758 15 23 96 50 77 533 897 1291 1337 1491 304 420
29571 644 337 910 7187 1 1912 1974 14 54 146 56 93 600 1058 1701 1756 1756 330 507
29005 778 328 833 8457 0 1784 1598 10 49 137 55 117 590 898 1580 1572 1568 312 460
25526 551 247 838 5566 0 1384 1210 7 31 91 29 110 339 761 1218 1106 1172 177 314
22755 507 191 817 5433 0 1406 1070 8 22 86 47 72 336 637 978 945 1004 196 337
54090 447 282 920 5133 0 1574 1180 7 28 102 45 116 332 707 968 1068 1247 201 292
23837 520 283 886 5294 0 1973 1530 1 33 73 41 84 419 718 1109 1036 1210 277 321
27001 483 289 709 5404 0 2123 1706 14 30 82 58 77 541 754 1203 1580 1518 350 417
29952 702 323 930 7777 0 2454 2147 11 30 99 56 111 651 1195 1585 1652 1853 354 482
26527 745 342 840 7992 0 1883 1782 11 44 124 52 145 609 983 1616 1636 1703 276 389
21489 544 261 890 5732 0 1428 1222 4 18 64 41 63 354 690 1070 955 1102 173 302
24617 571 233 802 5579 1 1483 1204 23 18 75 32 82 368 709 1067 899 1170 199 303
24701 547 250 853 5371 1 1462 1195 7 28 53 40 59 337 694 1006 890 1199 180 265
27248 532 249 993 5064 0 1834 1353 17 18 72 38 69 367 842 1082 995 1401 240 331
28822 555 216 906 5520 1 2197 1623 17 30 88 52 90 451 881 1149 1260 1790 360 379
33006 631 329 817 7108 0 2467 2211 12 35 125 59 105 559 1025 1549 1589 2129 326 522
30435 654 309 804 7711 0 2000 1882 4 42 71 53 99 543 838 1526 1413 1718 326 433
27777 518 231 661 5424 0 1596 1415 10 16 78 29 79 352 732 1191 1059 1438 230 341
27078 460 228 710 4763 1 1391 1602 8 15 48 30 66 346 607 990 857 1133 195 246
27025 502 196 763 4923 0 1735 1451 10 33 77 27 80 347 615 1252 846 1447 199 325
26358 478 245 729 4865 0 1994 1740 13 30 59 34 109 385 575 1283 996 1370 237 333
26084 524 304 719 5109 0 2330 2050 6 24 84 43 91 417 777 1446 1250 1666 305 377
36443 594 326 747 7569 0 2696 2212 15 49 101 51 106 556 935 1713 1611 2096 357 449
53194 818 377 797 8503 0 2338 2189 8 39 121 46 104 537 899 1678 1702 1923 310 424
53442 536 236 779 5931 0 1750 1253 6 19 58 45 60 307 608 888 869 1370 182 301
25842 482 249 752 4926 2 1566 1368 10 21 60 39 63 337 544 902 873 1440 248 286
26067 419 199 705 5227 1 1811 1350 6 22 62 26 62 308 548 948 810 1490 193 297
31607 406 238 739 4739 0 2008 1588 6 37 57 32 89 338 650 956 908 1690 330 360
37426 646 267 1869 6770 0 3084 2338 15 33 107 58 89 473 851 1364 1510 2443 475 491
44933 842 447 1512 8787 0 3908 3473 10 43 101 72 137 677 1084 2095 1934 3683 666 723
37976 777 418 989 8242 0 3119 3069 9 28 66 55 102 534 809 1512 1390 2880 523 551
29869 451 241 922 5411 0 2191 1214 14 21 53 28 86 293 508 991 842 1365 281 318
31402 513 258 1058 5607 0 2428 1524 8 24 53 32 87 317 512 851 958 1584 254 345
29310 472 232 937 5190 0 3054 2015 14 15 70 31 104 418 650 1043 1069 1964 345 395
27169 619 301 1011 6648 1 4137 2808 14 24 120 35 119 528 789 1365 1571 2723 424 495
29160 532 230 942 6099 0 3900 2595 22 27 89 62 171 498 689 1189 1457 2686 541 532
30774 562 282 739 6431 0 4322 2496 10 26 53 53 201 496 958 1262 1532 2839 522 514
31638 731 332 863 7859 0 3428 2532 6 36 85 52 159 616 944 1294 1496 2904 546 568
33995 631 267 727 5144 0 2822 1753 10 15 66 40 93 385 647 885 970 2371 518 440
26228 598 263 912 5952 0 3488 2004 12 12 82 53 114 446 612 911 1058 2823 668 485
29225 536 262 905 5796 0 4175 2140 10 28 51 42 111 396 630 945 994 4247 1160 652
27402 408 188 780 4409 0 2623 1674 9 18 68 57 81 331 460 773 721 3117 608 504
30229 486 286 998 6006 0 2965 1673 9 28 74 46 116 482 746 1040 1177 2177 364 414
36090 723 296 786 7344 0 2676 2105 10 46 96 54 170 607 888 1383 1550 2357 406 500
30142 858 420 950 8033 0 2393 1896 7 42 76 49 128 550 861 1184 1466 2019 294 470
28426 549 228 894 6266 1 2114 1393 14 18 73 28 101 435 555 985 1029 1518 244 418
26689 504 259 840 5445 0 1970 1264 3 22 50 20 102 363 611 892 845 1358 213 332
28285 525 276 898 5402 1 2074 1351 4 28 83 41 141 383 662 914 929 1664 186 359
26442 456 276 893 5470 0 2385 1537 19 28 79 42 106 431 622 1095 949 1891 271 414
26778 537 246 882 6021 0 2351 1618 19 39 85 51 127 452 621 1126 1285 1960 385 441
32771 616 339 802 7256 0 2743 1994 8 38 93 39 136 599 889 1380 1455 2251 366 533
31676 845 383 757 8442 0 2055 1778 9 28 67 43 161 566 790 1380 1337 2023 279 501
25465 510 273 748 5633 0 1643 1137 12 28 75 26 89 381 597 997 890 1414 182 347
26239 457 275 662 5106 0 1553 1109 6 16 61 24 83 343 597 968 748 1276 198 347
30130 482 279 633 4788 0 1629 1271 25 26 49 36 90 315 575 835 712 1403 208 346
32525 497 228 778 5331 0 2085 1450 18 32 64 43 87 396 484 884 838 1655 258 428
32426 573 268 991 5599 0 2399 1783 11 25 83 65 98 505 686 1102 1173 1905 354 438
39448 652 341 889 7712 0 2665 2193 11 36 106 53 127 616 750 1495 1502 2555 428 546
37466 817 422 1036 9013 0 2250 1909 7 21 108 70 137 596 914 1614 1553 2368 287 522
30260 635 322 864 6056 0 1824 1397 2 23 81 38 99 375 631 1074 1101 1863 224 393
27245 606 300 986 5979 0 2061 1369 4 29 70 43 118 377 548 1094 1029 1600 223 452
21943 469 223 834 4794 0 2045 1331 9 23 72 41 60 433 490 954 967 1756 207 400
21593 472 251 910 4988 0 2123 1412 10 16 68 52 71 361 583 817 857 1787 246 401
25737 540 283 866 5672 0 2361 1671 13 23 52 53 116 461 576 1095 1133 2091 317 535
28959 690 356 822 7193 0 2738 2072 12 33 83 53 133 554 726 1343 1496 2303 434 647
57253 748 355 792 8704 0 2951 1940 6 38 72 49 131 628 758 1227 1437 2040 324 563
22495 619 229 787 5921 0 2362 1420 16 16 66 39 58 408 573 984 825 1465 260 443
23255 484 266 811 5524 2 2283 1294 5 14 57 36 63 418 492 815 738 1460 267 441
22716 511 246 843 5034 2 2547 1447 14 23 46 59 64 391 480 756 772 1596 353 501
37426 483 219 826 4918 2 2819 1491 15 24 52 76 81 374 496 884 771 1783 391 571
27124 520 284 729 5612 0 2985 1717 10 20 54 63 81 490 449 888 988 2091 493 703
31138 618 328 796 6671 0 3428 2561 11 21 83 51 108 628 719 1229 1315 2460 609 972
30767 819 370 842 8289 0 2734 2526 3 30 70 52 87 515 682 1253 1279 2341 408 726
23230 466 218 759 5325 0 2004 1615 12 19 47 44 93 383 435 788 735 1786 241 337
24063 492 226 766 5121 0 1978 1666 5 11 35 43 48 374 373 706 639 1691 220 357
26397 468 205 605 4818 0 2637 1721 6 19 62 43 67 358 434 779 662 1851 243 433
24842 488 232 625 5146 0 2768 1729 8 24 59 41 68 387 453 754 762 2013 310 475
28178 455 222 509 5272 0 3368 1961 8 17 54 43 95 470 548 823 937 2519 396 583
31402 704 270 646 7059 0 4115 1938 9 30 80 76 86 631 628 1135 1319 3109 462 732
30714 778 345 711 7719 0 3557 1897 14 29 78 61 77 647 534 1247 1353 2768 371 754
19778 345 226 522 4485 0 2289 1049 8 23 59 31 36 324 377 639 613 1496 229 409
48142 395 173 590 4705 0 2489 980 9 23 40 42 42 310 306 681 589 1447 309 469
22861 360 174 503 3767 0 2785 1158 8 22 30 71 44 304 328 694 650 1580 335 592
22813 401 214 565 4024 0 3374 1269 25 21 55 76 45 331 394 814 736 1837 419 710
28175 546 259 526 5361 0 4443 1704 15 24 66 123 80 476 425 1106 976 2674 603 1132
32665 547 236 538 5914 0 4533 1734 8 36 91 176 101 475 532 1378 1290 2787 798 1446
15048 242 132 278 2566 0 879 531 2 7 17 42 24 188 208 428 428 560 169 275
36839 426 193 690 4361 0 952 631 3 8 32 30 24 195 333 449 549 666 134 222
18900 342 142 596 3970 0 877 661 2 12 28 36 56 185 267 524 528 675 130 238
18394 373 194 559 3835 0 1164 670 2 21 30 23 49 188 310 522 507 742 131 252
16651 318 160 496 3620 0 1160 674 7 13 34 25 39 218 367 462 547 757 132 220
18663 397 151 479 3915 0 1349 811 8 22 32 43 39 284 430 614 680 915 161 292
