1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
19943 491 258 817 5570 0 1867 1284 3 20 32 32 56 285 478 619 772 1070 238 309 516 74 116 100 827 927 11 868 1051 1665 901 774 248 6902 1131 4012 1163 1527 149 384 809 18029 2442 3355 23 4476 1504 565 1188 663 79 75 152 198 358 140 907 203 55 2937 393 267 880 2696 1427 1164 19 2103 298 1524 1089 1796 127 809 3981 1216 2220 266 483 581 3232 607 526 655 36 294 733 976 83 506 10389 10282 771 1080 349 344 30992 4662 332 542
20381 388 206 745 4370 0 1978 1150 7 16 26 37 44 233 424 519 711 1111 230 264 503 94 108 128 787 949 4 910 1144 1506 990 874 206 6617 1256 4134 1055 1478 140 454 840 17244 2328 3031 19 4414 1521 461 1124 588 72 81 140 235 328 148 892 239 61 3060 331 200 856 2785 1530 1126 20 1983 295 1634 1158 2060 140 632 4104 1178 2337 255 465 681 2896 550 445 609 31 365 820 1034 68 485 10577 10665 716 1132 316 280 30265 4484 302 514
20305 409 214 778 4656 0 2430 1278 11 4 36 41 43 228 628 644 832 1438 253 328 475 119 153 127 957 1206 28 1083 1218 1784 1078 826 261 7096 1370 4584 1149 1801 203 458 859 17569 2566 3139 18 4530 1492 513 1092 587 50 74 168 229 390 139 931 218 87 2868 408 283 817 2870 1563 1068 9 2285 387 1859 1202 2324 129 707 4052 1264 2610 224 558 825 3107 565 436 703 32 372 779 1087 72 701 11838 11257 740 1148 330 313 33060 5060 363 602
21685 485 243 743 5224 0 2757 1568 13 7 46 43 43 241 583 651 1097 1462 315 367 633 129 145 137 1037 1433 31 1640 1482 2152 1259 957 262 7484 1544 5759 1352 2030 196 530 953 20546 2831 3531 26 5038 1804 628 1362 660 64 89 173 258 377 174 928 199 66 3453 484 275 946 3603 1825 1252 26 2653 431 2255 1437 2887 162 784 4835 1540 3205 286 674 738 3345 697 487 785 37 512 984 1285 86 695 13362 13837 859 1217 340 381 38980 6240 472 659
23583 504 252 567 5579 0 2556 1612 13 22 38 37 51 361 634 736 1242 2048 307 420 684 125 119 149 1115 1378 21 1631 1492 1784 1191 925 273 7456 1557 5916 1285 1971 191 490 1075 21409 2782 4265 26 5607 2228 628 1656 724 82 101 224 270 392 221 1075 212 75 4169 442 291 1021 3763 2159 1488 18 3573 419 2619 1716 3434 161 903 5723 1677 3593 337 795 783 3829 789 581 965 30 477 1472 1562 107 754 13580 14411 966 1370 443 351 44970 6880 469 712
21561 616 311 751 6094 0 1873 1724 13 13 42 41 57 289 626 809 1144 1733 256 352 662 107 146 116 987 1078 21 1257 1380 1819 977 952 240 6903 1407 5145 1242 1624 175 393 1032 23258 3309 5115 28 7080 2463 919 1809 759 89 72 183 293 481 237 1145 242 64 3684 458 282 1047 3348 2040 1804 30 3045 401 2513 1934 3471 210 972 6164 2203 3415 302 936 1009 4839 783 647 1028 42 488 1784 1627 113 797 14168 16125 958 1552 416 397 44780 7893 410 656
19784 420 242 622 4876 0 1773 1611 10 14 26 36 48 218 419 676 800 1850 204 271 539 112 95 105 907 1019 11 977 1144 1479 800 701 279 6385 1397 4238 1064 1369 156 384 765 18392 2651 3715 26 5082 1550 589 1263 627 78 107 186 249 448 166 918 268 59 2777 371 268 823 2718 1490 1282 22 2473 287 1813 1186 2308 133 782 4694 1715 2445 261 620 719 3870 614 447 671 41 311 1009 1249 92 612 10814 12425 797 1134 358 341 33217 5574 307 533
19352 421 229 724 5181 0 1944 1548 9 11 36 39 55 218 406 611 770 1764 192 302 528 134 100 124 757 991 19 975 1132 1460 834 746 227 6594 1354 4317 1052 1425 170 403 773 16780 2174 3271 33 4504 1369 528 1158 621 46 83 159 252 397 146 913 193 71 2538 326 256 727 2611 1302 1129 31 2315 271 1621 1111 2283 155 727 4278 1568 2319 247 567 663 3480 561 448 632 28 300 927 1265 80 542 10706 11724 754 980 321 287 30648 5652 283 550
19921 389 200 571 4351 0 1816 1578 4 13 30 32 45 207 531 604 760 1715 249 277 554 114 108 113 851 1015 15 1189 1256 1477 881 811 198 7001 1178 4605 1043 1415 153 464 806 16314 2162 3037 29 4151 1347 611 1117 573 54 93 170 218 378 152 901 232 58 2709 369 261 826 2708 1355 1174 34 2535 316 1896 1169 2586 160 733 4199 1303 2259 251 633 584 3589 611 407 689 18 351 988 1282 68 628 10286 12358 678 989 318 303 31743 5916 261 565
21510 499 207 804 4845 0 2077 1688 11 6 42 35 52 261 370 638 796 1869 300 331 536 103 134 131 962 1136 36 1415 1351 1641 984 869 246 6673 1318 4758 1030 1526 172 336 813 16248 2180 2999 24 4072 1349 633 1093 601 68 89 196 216 380 143 869 283 76 2712 360 250 829 2751 1439 1218 11 2724 337 2075 1304 2781 148 695 4857 1280 2507 279 652 623 3502 578 384 755 31 380 1019 1304 63 520 10538 13521 699 988 298 297 33948 6390 332 622
24599 477 273 660 5296 0 2156 2055 6 13 33 35 64 298 518 746 1016 2568 417 391 626 129 136 166 1140 1434 51 2362 1777 2026 1098 889 191 7732 1557 6448 1188 1851 178 461 901 19143 2766 3358 27 5412 1579 727 1193 616 73 90 172 233 389 151 903 218 82 3576 488 264 1029 3282 1671 1411 19 4184 496 2767 1629 4450 207 673 5167 1494 3201 310 924 618 3858 657 470 893 33 577 1377 1543 54 682 12447 18603 775 1195 337 347 43536 6921 409 738
25559 508 280 593 6348 0 2075 2056 6 9 39 55 54 338 488 834 1136 1675 360 424 673 96 141 147 1200 1349 21 1676 1852 1656 1022 838 262 7672 1361 5671 1077 1848 179 472 1032 20391 2777 3733 35 5268 1864 732 1428 625 68 110 189 238 439 177 917 248 68 3833 466 317 1106 3336 1897 1578 23 3444 471 3288 1870 4597 169 758 5997 1665 4292 309 1087 721 4183 710 567 991 30 655 1534 1718 91 709 12638 17494 854 1324 374 338 47622 7601 417 738
22813 605 332 1160 6483 0 1994 1918 13 12 40 49 66 331 717 874 1214 1430 420 406 711 113 127 116 1139 1267 41 1561 1629 1855 1042 889 256 7233 1673 5554 1126 1661 170 379 964 22860 3556 4697 24 6333 2593 908 1648 718 72 87 174 286 469 220 1084 333 66 3572 488 231 1110 3290 2096 1575 24 3588 486 3047 1915 4153 174 852 5903 1909 4086 338 980 839 4531 803 710 1121 44 584 1620 1703 90 759 13402 18109 1023 1680 399 395 49386 6703 470 926
21397 468 228 835 5679 0 2128 1765 9 12 36 48 42 243 407 624 941 1717 430 372 686 122 143 148 1043 1358 27 1608 1735 1544 909 756 236 6590 1316 5086 1113 1500 154 371 893 19007 2569 3726 28 4519 1993 675 1192 620 74 93 171 241 400 168 990 272 99 2985 410 243 978 2786 1821 1273 22 2900 479 2712 1529 3449 151 730 4986 1571 3401 341 813 666 3671 727 552 787 25 459 1154 1531 91 740 11087 15329 881 1250 336 327 42230 5254 395 704
27683 487 305 969 5891 0 3160 2379 16 14 48 117 63 329 494 790 1180 2477 787 631 800 158 176 253 1420 2108 66 2321 2108 2022 1115 967 267 8275 1714 6263 1239 1983 201 434 1006 18962 2724 3018 28 4224 1754 663 1194 698 93 120 178 270 399 148 940 234 69 3433 486 259 1025 3049 1809 1250 13 3848 658 3836 1986 4987 223 732 5443 1596 4443 301 1221 788 3651 859 532 1080 29 662 1614 2064 87 822 12899 16943 991 1455 354 348 57542 6671 445 949
22068 400 232 686 4060 0 1976 1750 9 15 18 65 46 263 302 585 854 1562 525 486 557 126 101 146 1037 1372 29 2016 1453 1848 1000 702 272 6823 1444 5033 929 1686 156 319 823 13684 1923 2427 19 3008 1310 510 900 548 46 67 151 255 308 109 653 141 55 3596 386 171 944 2411 1486 1014 14 3517 569 3487 1996 4860 160 466 4282 955 4076 242 1161 498 2369 594 370 1108 29 689 1355 1666 62 634 10205 13045 667 1117 216 216 50777 5788 385 903
17877 415 268 758 4455 0 1604 1310 13 6 30 38 42 241 313 591 881 1110 230 293 582 95 122 136 829 926 22 1075 1495 1531 955 778 181 6480 1454 4511 978 1566 126 433 706 16038 2274 3081 25 3807 1495 515 1015 572 53 99 136 226 349 129 832 279 71 2727 431 229 993 2473 1354 1020 26 2177 334 1933 1249 1999 161 647 4175 1237 2686 309 650 646 3276 566 487 753 14 390 846 1289 65 597 10178 11627 746 1032 261 304 31577 5140 318 654
19834 572 335 837 5759 0 1917 1703 7 12 32 64 73 291 510 864 1080 1284 336 373 579 123 148 148 978 1159 14 1332 1762 2075 1039 857 230 7581 1572 5550 1074 1904 190 395 911 18833 2630 3145 28 4408 1646 668 1155 615 73 92 156 226 417 135 945 237 96 3615 493 291 1128 2917 1697 1226 19 2520 359 2453 1488 2414 213 666 4772 1288 3411 320 782 799 3953 661 504 854 25 536 1017 1521 74 745 12525 14394 837 1243 338 370 38331 6564 422 789
20772 494 284 634 5283 0 1746 1619 15 13 52 57 73 339 507 776 1192 1384 345 443 664 161 135 143 1071 1123 28 1320 1376 1567 1102 758 223 7310 1608 5187 1077 1821 179 398 995 19933 3196 3727 25 5124 1828 708 1282 639 62 94 207 206 475 195 936 214 74 3690 414 326 1159 3166 1913 1382 23 2672 503 2572 1674 2716 184 827 5558 1594 3408 311 941 851 4445 794 512 971 39 575 1240 1612 119 742 12407 14563 921 1317 438 374 41651 6746 410 808
21550 663 352 769 6591 0 1603 1690 3 13 54 46 67 315 610 883 1184 1336 244 395 705 113 122 137 1054 1089 31 974 1299 1667 1091 793 208 6958 1526 4768 1136 1864 180 432 944 25370 3760 5221 24 8126 2027 925 1564 700 73 92 220 303 488 213 1164 278 91 3323 473 268 1151 4132 1968 1506 42 2840 410 2261 1644 2812 180 1016 5940 1852 3747 351 796 1028 5868 916 606 943 91 524 1353 1569 130 934 13509 15305 1278 1698 473 415 43285 6866 455 712
18921 586 258 780 6319 0 1524 1451 13 12 35 36 54 236 390 683 966 1242 232 335 589 98 129 121 910 988 26 802 1056 1358 824 720 220 6765 1236 4453 1051 1644 140 394 936 20847 2845 3604 20 5706 1526 685 1266 629 68 85 159 238 446 171 1071 301 42 2732 421 268 931 3411 1520 1120 25 2060 262 1805 1292 1748 162 771 4863 1573 2721 345 646 815 5052 678 540 779 56 356 849 1248 72 701 10668 13209 937 1289 369 333 33766 5228 357 604
20051 438 254 906 4740 0 1680 1258 9 8 34 42 61 270 473 688 820 1195 219 284 579 118 126 110 847 1010 25 732 1205 1632 826 702 211 6909 1293 4416 1037 1535 134 424 801 18639 2551 2931 13 5138 1337 611 1152 596 71 98 134 224 370 139 951 289 65 2955 410 258 867 3219 1353 946 18 1954 270 1556 1137 1563 163 756 4569 1336 2502 281 512 909 4509 570 505 781 54 316 778 1198 81 622 10031 11381 887 1066 324 361 30241 5365 336 589
18783 471 274 807 5609 0 1712 1348 9 14 20 49 97 242 492 739 877 1191 290 334 538 117 113 114 855 988 26 921 1199 1837 951 896 181 7186 1402 4772 1111 1522 154 393 818 18368 2169 2924 12 5197 1232 623 1271 574 65 93 163 247 479 172 953 228 73 2998 484 269 883 3508 1292 1092 19 1983 281 1618 1125 1574 140 745 4338 1311 2631 272 491 913 4062 586 530 750 54 321 727 1227 69 597 9960 11582 962 1139 352 328 30625 5444 390 576
19382 551 255 788 5448 0 1907 1390 9 20 44 42 61 242 469 742 950 1298 292 375 520 130 103 126 982 1119 36 949 1287 1786 977 850 227 7146 1368 4993 1187 1697 155 392 786 19569 2196 2941 37 5124 1264 708 1168 580 76 74 168 261 375 138 851 238 64 3468 392 342 794 3594 1382 1054 15 2071 298 1691 1205 1497 151 823 4234 1338 2698 290 552 827 4038 605 513 709 41 408 661 1273 78 765 10716 12141 911 1181 345 264 32292 5788 369 563
21361 527 284 805 5551 0 2343 1711 12 20 39 64 50 318 670 770 1193 1535 329 429 677 126 138 159 1073 1352 39 1298 1583 2307 1193 986 245 8415 1689 6028 1198 2079 200 491 996 23400 2858 3536 35 6240 1433 855 1328 643 85 103 195 268 356 141 960 223 70 4048 499 340 1004 4084 1579 1309 28 2644 352 2211 1455 2023 177 897 5147 1332 3325 290 680 969 4841 673 572 930 78 546 894 1493 71 756 12827 14549 1126 1351 447 396 39614 7122 488 649
22436 587 296 735 6389 0 2069 1660 20 17 44 51 84 363 613 844 1370 1557 355 455 766 120 194 159 1226 1438 24 1271 1468 2032 1268 937 241 8072 1592 6108 1277 1965 171 393 1085 24624 2670 4322 22 6820 1786 852 1537 692 79 100 196 254 406 195 1132 237 96 4288 477 344 963 4400 1892 1494 18 2853 426 2529 1726 2439 197 1032 5846 1697 3903 338 826 1147 5193 774 587 1038 86 572 1226 1658 138 795 13711 15775 1230 1516 521 404 45302 7240 527 705
21258 688 338 991 6984 0 1900 1473 12 12 35 43 72 357 633 992 1397 1416 304 371 720 118 138 123 1120 1219 27 1045 1396 2257 1116 915 209 7561 1631 5379 1176 1801 193 570 1109 26574 3336 5144 29 8755 2118 944 1722 712 82 103 177 263 498 240 1336 356 71 4044 493 347 1037 4570 1905 1772 18 2937 432 2517 1648 2569 180 1168 6560 2402 3595 316 764 1387 5943 859 739 1176 110 507 1247 1550 156 757 15098 16597 1351 1593 535 500 46859 7193 481 687
20800 480 204 931 5689 0 1712 1132 11 10 42 39 54 254 417 586 937 1227 209 326 580 108 109 94 877 864 27 756 1106 1686 903 823 202 6757 1291 4376 989 1428 105 429 905 20569 2419 3276 22 5999 1454 668 1313 608 66 93 168 232 427 207 1008 231 49 3413 438 244 778 3291 1437 1136 16 2059 274 1623 1139 1485 147 733 4599 1655 2495 299 497 956 4250 672 573 772 67 382 753 1295 112 635 10972 11923 902 1086 377 333 34956 5024 332 575
34130 409 216 814 4816 0 1568 1100 5 9 21 29 50 227 341 530 792 1156 217 283 539 119 89 129 866 887 12 739 1110 1467 817 752 189 6371 1296 4194 921 1430 154 394 832 27382 2014 2997 28 4762 1322 558 1130 577 54 78 141 182 430 146 1107 201 65 3048 361 253 744 3154 1232 965 33 1766 282 1496 956 1353 145 741 3938 1189 2209 259 517 825 3759 588 460 646 80 388 587 1252 82 560 9855 10668 855 990 367 291 30904 4946 238 498
19349 409 177 693 4481 0 1644 1108 7 6 24 49 54 224 316 554 756 1244 221 341 570 100 124 122 856 927 10 775 1132 1474 944 712 191 6560 1306 4587 975 1484 179 432 873 17507 2007 2974 30 4596 1156 517 1130 543 55 87 164 174 395 135 889 179 65 2955 372 224 728 3223 1219 963 18 1674 275 1363 945 1321 139 707 3797 1182 2286 230 440 1021 3712 548 446 591 45 351 595 1244 82 555 10348 10846 760 911 379 289 30232 5015 303 492
20146 432 208 786 5072 0 1785 1315 13 5 47 41 49 272 429 690 870 1385 258 340 536 101 137 128 971 1065 16 939 1336 1514 1075 809 243 6918 1555 5221 1073 1620 174 460 956 18588 2176 2822 23 4995 1371 496 1141 606 51 95 171 215 352 129 927 237 72 3031 384 269 796 3570 1418 1171 16 2004 274 1697 1006 1518 160 772 4230 1356 2427 263 476 973 3912 607 374 655 81 395 637 1276 101 606 11563 11819 929 1005 358 289 33260 5497 349 441
23701 558 259 761 5485 0 2005 1528 13 13 50 44 60 330 472 767 1159 1546 336 438 661 128 158 134 1072 1232 32 1226 1525 1962 1079 909 250 7293 1682 5934 1112 1910 190 553 1101 20560 2696 3166 30 5609 1473 583 1345 616 60 95 169 245 366 184 1109 258 84 4131 438 340 884 4161 1619 1257 23 2418 347 1981 1340 1801 192 849 4906 1532 2981 279 578 1085 4429 657 441 749 71 506 823 1467 84 682 12674 14076 1050 1190 480 333 39001 6602 468 622
24468 510 250 655 5821 0 1967 1645 10 12 45 56 78 351 675 875 1269 1611 334 364 658 122 149 145 1188 1264 24 1347 1517 1778 1202 943 241 7665 1762 6406 1207 1877 197 455 1178 22703 2918 4013 31 6668 1983 635 1608 645 67 100 193 265 487 210 1212 280 85 4230 450 306 1069 4130 1719 1542 34 2881 411 2401 1486 2301 176 908 5599 1715 3644 293 824 1064 4823 789 525 932 60 558 1057 1749 105 843 13757 15105 1133 1332 538 388 44160 6878 507 610
24154 609 369 684 6368 0 1529 1488 11 21 54 51 67 331 575 935 1238 1397 264 401 702 133 150 120 1095 1010 19 946 1286 1491 1069 881 246 6647 1460 5240 1074 1551 202 506 971 24114 3230 5239 23 8116 2321 732 1801 707 81 103 146 247 522 214 1315 390 86 3573 402 280 1222 3095 1765 2005 28 2499 333 2010 1452 2273 188 1096 5731 2063 3389 293 763 976 5439 789 639 888 61 437 1135 1557 135 744 13462 15061 1274 1537 572 430 44215 7211 462 603
20102 462 241 601 5165 0 1400 1129 12 16 37 27 58 259 454 631 841 1302 233 320 520 92 131 108 901 842 15 769 1050 1302 861 663 234 6238 1447 4201 1002 1281 152 365 952 19343 2285 3645 27 5654 1546 541 1261 587 63 100 175 228 402 190 1119 244 65 2687 317 291 895 2298 1433 1447 30 1738 264 1513 1001 1299 119 779 4449 1480 2275 262 539 669 4037 635 492 624 52 318 680 1234 88 534 10284 11180 960 1112 385 344 33319 5098 281 458
21217 409 231 640 4897 0 1364 1232 13 7 22 37 62 216 509 537 757 1198 230 295 512 88 112 123 841 838 21 781 1176 1406 934 698 242 6363 1237 4216 1016 1453 144 387 935 17697 2098 2941 23 4800 1361 443 1061 571 79 77 165 208 323 140 997 233 67 3046 364 268 842 2248 1281 1368 20 2067 270 1280 902 1209 157 750 4090 1300 2258 253 470 695 3683 598 396 634 59 362 616 1207 75 487 9980 10712 850 1034 358 319 32209 5275 335 485
20373 387 209 611 4470 0 1576 1244 12 17 42 33 60 226 457 603 723 1306 235 284 518 112 128 108 888 887 9 788 1062 1609 879 779 217 6463 1367 4614 934 1474 174 442 863 17689 2043 3076 28 4600 1174 452 1122 560 66 79 177 197 401 145 854 174 72 2695 326 233 949 2233 1244 1460 13 1706 293 1410 887 1211 122 691 3883 1383 2156 258 452 699 3485 537 488 658 36 380 581 1235 81 489 10246 10224 855 862 355 275 29666 5428 349 454
20715 378 229 679 4324 0 1979 1509 11 8 45 39 40 239 632 692 845 1424 275 377 545 121 148 105 934 1133 26 950 1223 1529 1012 771 208 6930 1586 4928 1039 1574 146 392 985 17276 1905 2834 27 4695 1178 472 1045 584 60 91 179 221 385 113 919 213 89 2712 389 235 946 2405 1304 1664 16 1928 273 1466 962 1282 128 864 4251 1518 2398 281 502 745 3511 548 480 665 38 356 613 1215 78 523 10714 10886 894 997 325 322 32546 6056 377 492
23299 434 312 765 5237 0 1966 1705 16 12 56 44 62 332 609 724 1038 1638 326 398 671 122 179 148 1165 1367 19 1139 1466 1941 1125 931 241 8489 1729 5653 1230 1808 210 524 1011 19510 2295 3415 29 5541 1263 686 1205 644 75 86 179 262 394 164 1080 246 73 3400 446 332 1148 2761 1554 1753 31 2260 386 1898 1217 1677 214 952 4873 1593 3059 273 628 863 4019 671 568 882 53 531 807 1516 109 650 12680 13493 978 1154 380 360 39441 7469 412 539
26413 560 246 711 5846 0 1857 1804 10 16 43 56 78 345 727 871 1172 1553 371 429 680 126 166 128 1161 1284 26 1196 1515 1907 1124 854 247 7629 1617 5737 1168 1795 198 497 1101 21744 2660 4090 32 6482 1553 704 1455 681 94 75 197 246 396 192 1067 235 121 3312 477 313 1085 3113 1793 1992 25 2418 420 2201 1442 2272 192 1049 5805 1882 3415 307 767 1023 4475 744 599 932 85 581 1095 1649 129 718 13367 13751 1144 1364 474 397 44270 7548 365 572
24178 618 326 689 6733 0 1512 1653 7 15 40 59 81 301 770 920 1181 1442 292 403 668 125 141 127 1131 1091 12 873 1505 1669 1098 874 241 7175 1565 5290 1134 1640 191 459 1087 24398 3055 5308 30 7708 2019 734 1730 744 111 91 204 257 531 209 1298 382 81 3320 419 283 1135 4381 1889 1779 15 2376 388 2086 1430 2159 161 1170 5856 2274 3299 296 786 1091 5830 849 654 983 87 450 1257 1655 158 769 14157 14235 1297 1540 594 443 43979 6625 392 559
21793 495 205 741 5204 0 1325 1361 7 16 51 35 59 259 630 694 822 1278 214 257 546 111 109 90 863 819 5 759 1194 1626 864 686 214 6405 1234 4308 905 1221 131 358 888 19262 2260 3439 21 5291 1419 634 1352 647 76 70 155 254 394 165 982 284 79 2413 401 251 875 3267 1488 1263 19 1721 288 1336 998 1374 135 796 4481 1660 2370 275 507 795 4379 614 473 678 39 291 775 1287 102 687 10925 10878 911 1123 385 340 33442 4710 276 488
22558 414 210 622 5093 0 1334 1466 12 7 28 26 58 205 699 715 752 1350 214 285 531 127 170 94 799 953 21 754 1269 1340 1006 690 184 6652 1371 4587 1022 1287 169 402 899 18018 2153 3687 22 4903 1223 535 1208 629 97 80 166 218 409 165 1088 259 84 2555 388 230 947 3370 1292 1261 17 1566 276 1318 882 1289 121 810 4191 1615 2125 282 502 900 3996 598 463 667 52 268 645 1291 105 635 10578 10465 939 1007 404 308 30577 4700 306 455
21643 514 234 1368 5820 0 1726 1538 14 9 45 51 81 301 701 801 1012 1468 257 338 600 113 171 102 986 1084 17 764 1250 1765 993 890 214 7060 1366 4947 1020 1589 191 587 942 20313 2375 2901 29 5083 1289 647 1400 651 77 88 233 245 392 156 1027 245 99 2761 465 308 1034 3729 1526 1301 18 1994 330 1600 1075 1670 163 894 4812 1582 2378 261 523 1024 4482 600 497 765 51 385 720 1444 83 731 12381 11681 1008 1068 405 352 33491 5945 276 538
22536 492 206 890 5554 0 1588 1549 11 14 42 40 80 246 579 721 937 1547 298 344 561 102 145 132 921 1054 18 886 1361 1472 1023 886 226 6985 1387 4869 1022 1555 198 427 1033 18417 2387 3148 32 4702 1329 718 1301 605 92 88 200 222 361 139 1007 212 88 2785 421 245 1016 3672 1589 1161 22 1973 353 1600 1071 1445 141 852 4365 1521 2386 240 549 856 4026 606 513 695 38 375 707 1445 120 779 11958 11361 927 1034 361 405 33679 5809 351 547
23033 530 301 833 5643 0 1986 1943 14 5 35 48 71 314 693 817 1140 1783 316 390 689 132 195 143 1143 1314 19 1208 1590 1724 1188 894 217 7685 1665 5878 1198 1844 220 460 1122 21997 2811 3416 32 5749 1766 912 1468 669 146 105 229 275 409 194 1023 249 87 3383 522 303 1002 4226 1771 1342 17 2486 339 2055 1272 1989 219 971 5044 1666 2939 282 702 868 4564 639 500 809 49 498 866 1681 94 891 14220 14301 1014 1182 445 331 39965 7029 410 584
26210 592 281 669 6144 0 2026 2085 17 13 53 44 70 317 767 917 1277 1704 329 415 753 135 166 138 1150 1414 20 1152 1606 1817 1180 945 254 7688 1610 6057 1173 1877 181 514 1166 23019 3231 4141 28 7143 2057 939 1649 702 93 88 201 305 456 205 1133 246 100 3693 505 297 1153 5215 1965 1624 24 2768 422 2259 1522 2347 203 1151 5773 1992 3518 323 821 1025 5415 753 670 977 65 565 1094 1825 129 1009 15126 15193 1182 1311 522 405 44823 7192 466 644
24812 673 328 803 6979 0 1846 2053 9 6 54 41 84 388 758 1044 1360 1379 289 354 725 132 132 108 1150 1243 25 969 1344 1725 1093 879 233 7179 1463 5248 1116 1555 212 490 1043 26642 3860 5547 32 9678 2657 1316 1892 719 105 112 242 265 493 264 1499 376 71 3243 455 334 1344 4146 2006 1744 28 2554 373 2212 1710 2381 196 1163 6654 2465 3328 368 839 1029 6137 882 729 1027 77 548 1245 1699 130 960 16319 16311 1441 1560 641 461 45487 6749 400 631
21368 478 275 814 5248 0 1638 1747 10 12 42 41 65 318 539 779 884 1357 221 368 567 104 130 87 814 1073 16 726 1142 1380 867 708 197 6630 1248 4503 1015 1331 188 377 918 20888 2746 3587 31 6766 1700 943 1479 639 71 102 159 245 438 183 1061 288 66 2547 389 272 972 3518 1477 1214 14 1940 266 1569 1089 1435 151 890 4858 1734 2367 314 601 758 4569 659 470 701 82 367 730 1274 100 719 12311 12026 966 1119 471 332 33909 4995 267 468
20080 469 233 774 5114 0 1804 1704 6 13 43 26 74 324 473 712 764 1260 257 316 530 112 102 109 840 1105 22 746 1095 1487 953 807 183 6479 1334 4416 988 1454 166 441 952 18860 2796 3139 26 5773 1487 817 1340 593 72 82 187 225 435 143 1045 241 101 2534 385 260 946 3220 1373 1019 24 1764 255 1473 1046 1331 148 862 4605 1501 2261 296 488 713 4139 585 531 674 44 342 627 1305 96 666 11970 11323 907 1008 435 338 31008 4994 309 478
20515 402 240 771 4950 0 1914 1588 6 11 57 30 46 281 496 816 880 1318 260 372 535 120 123 116 788 1159 20 747 1220 1524 940 819 215 6897 1129 4757 1092 1488 169 425 979 19375 2938 2970 23 5974 1387 873 1319 585 95 79 160 241 431 201 1022 216 68 2614 410 260 971 3460 1458 1025 18 1625 234 1394 1051 1241 133 693 4437 1316 2213 254 476 748 4114 550 474 754 52 363 599 1234 95 651 12114 10819 930 917 408 335 30454 5307 343 424
21019 482 257 788 5032 0 2007 1777 16 8 32 46 74 284 500 810 854 1465 293 367 580 108 142 131 974 1223 26 814 1364 1646 905 849 229 6933 1401 4957 1112 1558 204 455 1058 19582 2919 2618 17 6416 1451 884 1279 663 67 105 202 217 369 128 1006 158 88 2919 401 284 1115 3301 1617 1049 22 1795 302 1527 1113 1473 160 848 4484 1327 2529 280 560 807 3995 549 465 705 48 403 659 1292 94 790 12984 11653 934 969 439 370 32196 5737 289 458
23307 523 282 752 5671 0 2641 2180 16 19 70 51 92 407 584 822 1187 1703 367 470 659 122 157 150 1131 1578 20 1094 1507 1810 1106 959 229 7626 1557 5837 1226 1871 239 409 1075 22636 3548 3590 35 7593 1865 1134 1536 745 96 87 262 264 411 156 990 217 70 3386 519 284 1204 3797 1748 1651 24 2173 348 1901 1382 1790 183 886 5081 1426 3116 287 698 931 4704 697 524 850 91 482 838 1500 101 878 14834 13837 1108 1251 481 358 38137 7064 423 524
24494 573 327 715 6406 0 2061 2258 11 15 88 52 85 441 653 987 1232 1714 308 455 793 144 157 145 1249 1369 13 1278 1565 2037 1269 898 252 8177 1576 6242 1238 1886 201 508 1202 24989 4048 4496 25 8707 2141 1270 1793 700 99 84 273 311 431 242 1199 325 69 3673 469 381 1263 3683 2069 1994 16 2486 454 2206 1660 2312 194 1103 5920 1826 3487 322 819 1013 6113 809 649 1037 117 586 1086 1617 127 944 15617 15128 1230 1298 612 400 43441 7615 440 542
24732 616 266 756 6536 0 1922 1854 6 13 51 39 68 355 664 1112 1179 1486 291 383 730 130 131 87 1143 1328 22 870 1412 1769 1028 889 243 7352 1396 5437 1148 1611 191 426 1016 26131 4089 5296 29 9707 2603 1116 2127 763 93 101 215 318 609 225 1425 397 88 3202 453 288 1161 3138 2182 2258 28 2329 372 2158 1568 2258 211 1336 6457 2024 3232 380 759 1068 6849 910 705 923 91 476 1134 1624 133 919 15656 15706 1338 1547 637 418 43800 7022 407 520
18025 518 280 731 5446 0 1720 1439 13 11 32 19 37 258 510 747 881 1273 191 318 599 120 118 82 873 1052 17 683 1082 1504 877 736 208 6524 1313 4238 955 1449 168 379 917 20826 3169 3991 24 6545 1867 912 1645 633 97 92 208 242 532 230 1116 294 42 2709 434 280 951 2540 1625 1645 24 1719 266 1486 1116 1368 154 895 4869 1495 2286 347 616 948 5581 646 566 701 63 282 765 1295 106 633 12252 11921 1009 1096 481 363 32825 5221 297 415
17431 468 261 947 5737 0 1849 1415 11 11 42 42 60 291 435 771 797 1202 199 309 542 115 156 109 922 1060 17 710 1113 1549 945 674 237 6360 1319 4566 952 1466 197 352 801 18657 2995 3251 18 6031 1544 785 1511 625 73 73 222 225 400 203 1020 400 77 2576 419 259 899 2535 1533 1402 23 1460 257 1441 962 1195 146 916 4360 1310 2040 276 483 808 5108 548 508 676 102 342 621 1168 99 627 11795 11054 931 1016 433 341 29197 5284 308 362
