1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
7237 571 240 811 6124 0 1484 1261 8 17 43 36 65 235 469 755 795 1144 191 281 471 90 127 92 757 937 14 479 925 1321 1011 866 166 6376 1049 4030 1106 1199 122 412 760 18166 2691 3648 26 6175 2432 604 1638 745 91 92 245 245 365 169 1037 266 54 2320 367 229 656 2880 1930 1308 23 2010 242 1439 979 1501 146 1121 5275 1688 2306 347 511 1026 4483 600 514 570 37 250 716 954 109 597 11390 12264 986 1208 555 383 30964 5815 225 269
7618 463 209 783 4874 0 1731 996 12 14 49 29 120 216 410 752 622 1057 192 274 383 115 104 79 730 1068 20 432 848 1288 951 853 158 6261 1131 3737 1305 1116 133 413 733 15610 2251 3375 30 4795 2008 471 1376 698 75 81 232 222 404 187 827 227 87 2091 333 255 589 2585 1744 1276 20 1754 228 1294 730 1228 104 856 4380 1290 1886 280 427 965 3666 652 452 554 17 262 582 878 88 499 9997 10464 892 990 477 276 26801 5484 246 314
8434 453 187 764 4749 0 1547 1159 12 12 42 39 21 205 503 705 594 1208 215 298 421 129 131 99 761 958 18 529 906 1332 1146 874 172 6172 1117 4060 1194 1288 159 400 782 16165 2123 3062 32 5120 1902 524 1312 681 55 108 255 187 293 176 779 172 71 2229 399 200 739 2635 1612 1113 19 1893 238 1311 835 1419 142 1204 4587 1127 1946 261 376 1024 4092 492 442 541 24 262 591 845 70 506 10665 10466 833 1192 542 306 26520 5901 248 315
10195 447 263 605 4364 0 2759 1308 9 15 48 38 34 204 342 746 671 1444 251 357 453 94 130 141 807 1231 18 565 983 1281 914 896 156 6490 1223 4223 1143 1419 140 445 772 15165 2234 2690 24 4370 1895 511 1307 649 79 120 265 197 299 146 820 131 59 2106 369 290 668 2740 1701 1157 8 1795 268 1307 840 1370 162 913 4259 1127 2155 267 422 1060 4392 572 449 564 36 283 592 910 98 681 11433 10636 874 1059 433 265 27133 6202 267 288
18968 527 273 698 5092 0 2203 1393 5 14 47 45 61 271 514 816 916 1538 299 379 499 109 152 150 894 1436 24 814 1175 1518 1103 1039 168 6703 1365 5057 1256 1546 185 496 915 17174 2438 3455 32 5240 2088 586 1469 736 104 103 329 203 330 167 998 225 69 3004 477 276 792 3227 1940 1363 16 2275 319 1710 1135 1749 188 950 5024 1175 2689 303 592 1087 5001 532 510 745 20 412 820 1036 96 589 12608 12400 949 1278 493 342 32390 7446 367 363
20349 586 309 715 5860 0 2035 1635 2 28 58 55 75 353 483 1054 1120 1710 339 396 532 104 190 153 1141 1506 32 827 1221 1595 1130 992 193 6986 1470 5164 1392 1713 157 565 1071 21012 2752 4207 31 6973 2840 689 1900 841 92 130 364 253 389 248 1101 330 69 3135 407 308 843 3575 2260 1659 23 2582 363 1883 1384 2621 198 1414 6595 1719 3388 406 765 999 6155 727 620 870 40 489 1190 1169 160 765 13727 14142 1169 1391 629 414 37589 7835 375 421
21154 759 322 811 7629 0 1711 1468 10 18 72 60 64 283 431 935 1112 1491 256 438 591 121 173 98 1059 1293 17 717 1246 1339 1170 1171 256 6860 1395 5337 1375 1490 154 502 1083 24395 3764 6150 37 10459 3632 934 2683 884 120 117 300 295 522 332 1427 365 67 3446 451 306 1158 3302 2054 1833 27 2913 404 2198 1490 3240 209 1320 7170 2335 3671 446 941 1153 6180 902 710 972 45 442 1460 1225 129 956 15752 16159 1337 1641 732 498 43961 6972 412 450
18338 445 222 648 5647 0 1405 1086 4 13 56 29 41 216 401 722 764 1119 141 273 507 103 120 78 845 948 20 477 929 1125 879 868 200 6141 1227 4158 1288 1270 105 400 784 17870 2529 3858 26 6759 2172 665 1676 704 89 117 242 222 400 220 938 264 60 2643 414 253 890 2463 1472 1195 24 1895 241 1436 966 1860 122 903 5003 1506 2517 353 650 768 4499 590 510 645 25 262 787 861 98 658 11085 11570 912 1165 439 343 30298 4699 311 301
18429 508 259 1352 5622 0 1848 1180 10 12 38 46 68 243 425 735 789 1155 225 325 449 117 122 98 803 1146 20 494 1005 1331 961 930 166 6270 1247 4350 1271 1319 157 380 758 17240 2416 3235 36 5738 1825 622 1643 649 100 85 296 225 429 187 934 229 77 2687 425 250 825 2532 1331 1097 14 2123 284 1509 978 2036 159 909 4829 1422 2471 334 577 997 4173 542 572 664 24 302 635 899 108 776 10529 10932 890 968 464 357 28144 5012 322 364
17844 477 223 885 4850 0 1909 1150 5 11 67 21 42 229 475 753 789 1396 226 328 519 103 116 143 837 1124 18 558 977 1490 920 1026 201 6477 1268 4577 1343 1317 123 471 812 17272 2190 3130 21 5598 1779 551 1786 744 102 100 261 226 348 194 948 198 87 2666 439 254 833 2577 1445 1047 22 2146 291 1597 935 2089 159 970 5058 1400 2922 338 620 927 3767 582 560 762 19 285 685 932 108 784 10932 11007 961 1091 442 333 27555 5015 305 348
16090 463 214 767 4847 0 2158 1378 16 10 40 50 72 227 471 776 762 1415 295 333 510 111 145 124 876 1328 21 636 1108 1573 791 963 187 6748 1291 4881 1339 1441 166 498 852 16689 2580 3211 24 5538 1952 549 1585 720 78 106 287 213 375 187 977 192 83 2718 465 259 912 2776 1430 970 16 2249 320 1638 933 2230 156 902 5103 1390 2909 359 676 1044 3342 558 639 713 14 296 632 964 83 868 11224 10818 905 1073 459 314 28436 5354 310 351
17953 616 274 653 6018 0 2192 1658 11 19 37 44 50 285 514 868 950 1565 298 405 538 129 171 130 1013 1500 27 960 1242 1713 1080 998 211 7260 1558 5505 1582 1724 165 526 906 21485 2865 3499 37 6013 1876 530 1743 736 71 106 258 270 440 166 1104 313 73 3479 519 333 935 3224 1608 1232 22 2617 368 2049 1214 2983 187 926 5854 1501 3840 419 991 994 3755 557 828 921 18 515 815 1138 104 1046 12644 13015 974 1115 472 335 33504 7228 387 426
20858 583 350 711 6243 0 2411 1683 14 15 59 53 61 365 551 1072 1124 1789 333 441 616 108 174 132 1130 1648 36 1056 1372 1768 1294 1112 220 7412 1728 5844 1657 1809 184 490 1069 22829 3305 4659 25 7118 2338 662 2108 736 116 128 300 307 419 266 1261 294 81 3836 468 296 1152 3927 1956 1494 18 3530 439 2406 1564 3750 205 1072 7991 1800 5661 581 1444 1336 4523 702 1171 1048 35 559 1297 1262 112 1132 14040 14626 1124 1373 503 409 40567 7869 431 505
18917 630 418 827 7631 0 2268 1878 9 16 65 42 54 326 650 1020 1161 1487 275 405 623 126 168 121 1037 1566 21 781 1271 1641 1147 1067 190 6957 1518 5668 1622 1608 170 510 1007 26440 4346 6350 38 9282 2997 1133 2411 815 117 116 286 328 563 326 1410 431 112 3382 474 303 1088 4425 1929 1757 32 3229 399 2495 1668 3820 207 1238 6846 2653 3890 410 750 1435 5381 889 780 1133 42 447 1496 1337 159 1150 15209 16649 1381 1737 625 504 45188 8427 500 533
16369 538 320 864 5976 0 1971 1400 17 14 60 44 37 258 486 752 877 1343 199 272 503 110 104 127 848 1220 18 599 980 1537 892 848 172 6146 1362 4711 1686 1234 131 432 772 19811 3068 4138 29 5970 2044 791 1773 705 85 111 294 248 437 211 1259 280 86 2677 450 291 831 3411 1408 1275 22 2273 300 1588 1099 2130 154 1024 5229 1820 2648 311 503 1130 4154 649 551 799 16 320 784 1050 107 769 11774 12202 906 1266 444 389 32119 6223 368 375
16035 520 279 939 5188 0 2077 1422 12 9 61 52 75 227 444 782 738 1327 213 307 450 122 118 123 831 1081 14 609 1003 1262 937 841 165 6078 1474 4801 1570 1273 104 408 764 17432 2378 3462 30 5130 1686 657 1532 699 87 102 222 262 416 162 1102 337 84 2421 396 273 766 3237 1257 1024 26 2068 270 1419 1026 1871 160 947 4606 1594 2291 275 428 965 3435 592 506 668 16 332 664 881 100 713 10566 11044 865 1114 422 385 28354 5836 352 346
18736 532 250 881 5246 0 2335 1447 8 13 55 37 66 237 545 731 803 1390 260 311 523 112 133 156 844 1391 5 691 992 1609 984 992 175 6337 1573 5289 1719 1310 164 491 776 17443 2358 3566 23 5029 1670 736 1573 664 80 114 232 231 401 219 1036 291 77 2578 451 240 833 3568 1409 1050 37 2202 264 1616 1048 1939 171 1010 4267 1691 2095 240 421 1025 3556 548 527 843 23 364 770 970 78 708 10952 11232 910 1237 412 356 28630 6368 408 390
15938 432 255 874 5203 0 2601 1559 12 10 60 56 45 206 524 805 810 1604 291 368 469 116 138 155 889 1632 37 732 1160 1564 1056 898 179 6060 1625 5443 1846 1428 157 502 927 16482 2088 3314 23 5076 1498 679 1481 650 77 116 288 201 368 168 1001 258 95 2497 439 246 734 3574 1361 1108 24 2242 303 1718 1007 2020 129 905 4162 1790 2116 262 478 1019 3357 524 438 704 27 342 772 1017 80 631 11304 11320 904 1157 436 332 29823 6738 373 346
20758 580 258 697 5008 0 3104 1694 15 14 72 51 63 277 610 832 1001 1957 375 423 542 124 150 174 1060 2020 29 1116 1333 1751 1105 995 200 6619 1828 6198 2278 1754 147 506 972 21992 2166 3642 38 5497 1727 751 1610 728 85 111 280 205 413 163 1006 208 86 3206 485 321 893 4006 1748 1403 14 2724 394 2209 1336 2344 182 796 4674 1918 2608 264 551 1045 3618 611 441 833 18 483 964 1132 104 748 12708 13531 1031 1345 426 352 35865 6911 529 465
30941 629 315 694 6507 0 3484 2016 13 17 66 74 74 462 803 1194 1404 2508 443 579 657 143 196 219 1461 2496 44 1386 1456 2241 1297 1124 237 7706 2095 7299 2890 1899 186 531 1209 21840 2625 4700 15 7191 2436 922 1970 815 68 100 299 282 452 231 1222 304 80 3738 514 353 1145 4428 2197 1771 20 3638 414 2687 1943 3796 199 1080 6021 2293 3476 292 886 1057 4561 767 612 1105 38 707 1708 1429 137 836 14461 16541 1195 1848 605 430 46904 8405 651 593
20517 552 333 699 5287 0 1978 1240 7 9 32 46 48 270 593 722 900 1467 317 348 475 114 116 103 961 1548 15 878 1546 1642 1026 857 194 6279 1642 5018 2227 1589 112 402 986 19401 2830 4597 22 6643 2408 702 1667 607 95 72 203 247 459 227 1140 339 85 3235 372 286 1098 3244 1808 1475 16 3354 308 2277 1670 3229 175 908 4597 1922 2647 243 609 589 4618 736 502 951 26 676 1367 1011 143 585 11815 13271 1055 1556 430 390 39108 6772 460 491
16975 606 263 979 6605 0 1730 1104 16 8 42 28 76 217 499 751 777 1269 206 279 525 75 120 99 801 1126 18 684 1491 1440 870 805 185 5565 1381 4339 1114 1373 125 356 899 20070 2621 4068 20 6354 2298 692 1708 694 85 92 197 251 383 239 1089 342 80 2463 397 271 902 3006 1543 1290 17 2638 299 1789 1112 2031 152 929 4680 1957 2177 324 491 717 4462 671 491 780 27 341 840 948 112 575 11232 12714 933 1183 437 408 32177 5065 393 374
19535 515 294 792 6045 0 2105 1218 10 4 28 28 44 229 472 715 716 1247 202 279 413 94 130 127 811 1184 14 725 1347 1375 872 848 201 5935 1442 4393 1110 1295 123 395 821 17800 2279 3540 19 5595 1910 587 1552 658 88 86 192 240 313 164 947 316 72 2545 391 243 887 2991 1511 1146 20 2639 320 1776 1045 2125 149 791 4501 1679 1990 284 428 661 4154 634 416 831 20 316 802 997 99 528 11036 11625 925 1089 396 346 29253 4862 373 336
18500 395 255 916 5312 0 2035 1143 9 12 42 33 33 249 480 651 631 1284 258 327 462 100 117 118 798 1272 25 823 1622 1289 988 906 184 5619 1414 4790 1215 1346 136 468 827 17285 2203 3406 25 5190 1767 586 1391 586 72 105 234 220 368 171 977 237 60 2701 408 254 871 3134 1420 1135 16 2893 287 1954 1168 2286 178 804 4214 1461 2040 226 418 640 4232 576 395 860 36 344 852 983 73 538 10986 11421 963 1149 366 329 29100 5208 469 426
20148 485 218 845 4908 0 2038 1352 11 12 42 30 60 245 468 666 682 1317 293 322 400 110 120 132 817 1405 29 969 1614 1434 852 885 212 5676 1598 4907 1060 1469 153 439 866 15643 2136 2928 28 5024 1571 548 1344 646 75 68 193 177 311 172 945 232 74 2524 356 289 888 3255 1305 1004 25 2949 325 2066 1120 2413 138 781 3921 1219 2271 236 467 595 3716 577 389 790 13 326 796 991 86 497 11162 11182 913 1089 301 321 29319 5359 411 386
20961 543 263 741 5587 0 2134 1441 11 13 31 65 50 265 523 731 860 1500 258 361 509 92 142 126 989 1611 20 1400 1826 1557 962 920 200 6081 1590 5703 1234 1638 158 426 978 18515 2486 3427 23 5565 1842 635 1605 688 85 74 200 199 346 166 980 210 86 3300 411 308 1101 3692 1557 1074 10 3595 375 2595 1333 3044 181 790 4648 1296 2752 285 604 656 4409 680 422 865 24 422 1099 1147 84 611 12059 13282 1019 1372 428 320 35406 6557 511 456
26386 511 278 600 5857 0 2330 1642 7 19 53 57 65 330 542 922 968 1710 320 355 517 131 143 127 979 1652 23 1832 1842 1692 1117 926 241 6273 1596 6222 1231 1586 166 520 1048 20362 2705 4503 29 6895 2053 735 1840 728 84 87 164 247 379 210 1065 228 78 3772 441 268 1153 3955 1813 1283 36 4341 464 2985 1643 3834 173 919 5329 1603 3234 296 685 702 4890 814 516 1079 29 518 1462 1299 96 651 13217 15437 1015 1544 419 409 42803 7205 551 591
22812 614 376 777 6556 0 1703 1664 4 9 35 45 59 273 584 820 1001 1563 254 319 567 85 114 106 1049 1356 27 1230 1508 1542 1156 963 196 6391 1438 5458 1056 1657 172 450 1164 23201 3583 5737 19 8258 2910 991 2374 782 97 74 231 320 518 289 1220 355 58 2907 353 278 1074 3539 2085 1445 25 4410 411 3017 1776 4851 172 986 5973 2129 3436 330 750 819 5343 844 541 1059 29 431 2135 1314 132 657 14121 19390 1117 1759 489 446 46930 8254 589 592
19687 524 292 833 5712 0 1577 1421 7 20 44 33 42 241 495 607 707 1249 199 283 428 101 105 110 852 1070 16 1000 1234 1282 809 681 208 5745 1150 4637 1011 1240 137 349 911 18050 2536 4226 25 5634 1977 813 1728 694 62 87 168 219 403 187 1015 302 53 2189 368 317 743 2659 1521 1112 17 3171 326 1966 1208 3499 117 791 4337 1566 2541 275 516 619 4070 557 431 777 35 305 1138 1027 103 542 10890 14076 872 1205 431 404 32095 5838 359 417
20473 470 218 708 4676 0 1676 1463 7 11 45 40 48 208 341 609 667 1289 272 274 482 86 96 108 824 1100 16 1152 1206 1279 811 735 166 6055 1177 4500 1093 1248 135 301 769 15510 1931 3293 31 4548 1623 668 1437 667 51 88 204 219 366 177 866 272 78 2269 349 223 821 2597 1363 932 14 2877 305 1894 1109 3092 147 838 3888 1250 2287 261 441 603 3540 513 395 657 31 290 1061 966 90 493 9572 12451 810 1169 351 307 29337 5903 355 375
20540 433 194 675 4924 0 1801 1441 10 13 44 49 81 178 420 597 676 1387 249 303 490 111 166 133 831 1180 15 1378 1383 1492 901 732 239 6337 1311 5016 1095 1426 173 306 846 14888 1953 3224 20 4337 1340 660 1270 577 82 73 200 224 316 161 925 174 69 2364 384 227 817 3164 1446 938 19 3488 337 2604 1198 3998 135 723 3876 1108 2293 254 506 627 3440 533 395 721 24 338 1177 1033 73 564 9871 13257 709 1082 353 296 31292 5892 376 425
22358 362 211 593 4412 0 1981 1719 7 8 38 39 65 250 427 733 843 1667 271 329 478 101 93 165 938 1187 15 1785 1552 1711 956 802 203 6342 1298 5554 1071 1588 169 366 905 15794 2246 2939 28 4275 1420 683 1413 623 65 85 253 274 345 153 848 199 61 2519 386 260 846 3267 1620 1024 21 4024 410 3077 1374 4719 164 797 4135 1176 2677 239 687 508 3549 666 411 847 16 403 1341 1086 74 670 10854 15108 682 1103 330 278 37402 6891 492 520
25086 547 284 769 5911 0 2438 2094 16 14 51 61 58 321 610 836 1076 2078 384 449 642 145 149 178 1168 1666 22 3256 2094 1983 1143 933 238 7571 1763 7547 1287 1897 206 482 1096 19507 2693 3665 28 5157 1849 710 1653 706 76 104 275 302 379 185 1139 237 109 3368 496 281 1095 4056 2000 1345 22 6720 575 4417 2039 6857 201 746 5158 1271 4110 285 1031 636 4074 737 425 1132 18 636 1929 1561 66 747 13403 21597 921 1469 398 377 53185 8495 605 660
25957 520 303 649 5636 0 2403 2038 21 13 47 80 58 360 562 805 1149 1833 392 467 675 140 153 192 1245 1668 18 2463 1813 1873 1050 901 246 7493 1627 6466 1142 1827 193 354 1115 18370 2448 3857 28 5029 1926 734 1657 731 91 99 231 306 392 210 1043 239 70 3296 393 277 1053 3654 1970 1479 22 4902 673 4542 2291 7415 232 774 5416 1350 4342 256 1167 627 3850 814 530 1296 34 701 2411 1760 109 831 13688 18396 892 1481 356 396 56463 7858 538 734
22406 498 283 674 4910 0 1965 1700 5 6 47 59 41 294 423 717 895 1423 352 346 586 94 122 129 1086 1373 25 1816 1376 1651 970 688 192 6122 1536 4944 959 1559 160 362 815 16203 2290 3502 21 4961 1695 513 1376 603 78 85 208 216 400 169 862 383 57 2948 321 195 910 2875 1566 1400 18 4189 524 3436 1803 6013 132 669 4701 1313 3447 247 943 551 3066 656 428 1046 24 578 1725 1430 92 719 11591 14018 788 1409 289 293 48631 6247 409 719
20411 480 235 617 5290 0 1505 1365 3 10 26 49 41 208 447 489 742 1301 252 282 551 108 90 113 923 990 18 1227 1111 1685 857 559 179 5761 1290 3782 878 1223 125 232 793 17161 2520 4053 26 5172 1836 458 1343 548 68 68 116 224 368 167 981 267 71 2337 310 215 878 2527 1506 1248 24 3146 453 2958 1692 4244 109 504 3893 1334 3002 236 751 535 2911 640 423 876 24 447 1500 1208 78 578 10835 13115 633 1215 250 261 44991 5315 317 649
19513 418 243 675 5214 0 1683 1095 21 4 43 28 37 190 396 495 602 1177 233 259 487 97 105 96 774 881 15 726 1086 1450 758 730 155 6196 1200 3886 1033 1246 129 388 860 16857 2453 3652 27 5125 1789 524 1568 598 100 88 165 180 374 178 995 287 79 2059 372 232 762 2630 1470 1224 25 2128 313 1826 1030 2091 111 610 3803 1451 2096 262 480 754 3213 575 433 594 26 289 863 947 70 608 10384 11577 652 1048 313 294 29697 4707 302 488
18512 372 202 576 5002 0 1705 1204 11 10 41 39 37 158 466 595 547 1211 218 257 480 105 83 104 761 1002 15 824 1052 1353 815 832 152 6008 1230 4168 914 1273 151 396 790 16122 2106 3123 23 4644 1661 478 1413 645 65 79 171 203 310 162 968 261 84 1978 332 246 795 2758 1243 1166 17 1793 250 1673 976 1724 130 619 3811 1366 2099 200 420 695 3096 542 424 558 18 259 863 1018 76 565 10759 11186 671 1096 270 292 27675 5056 290 406
20040 448 158 664 5129 0 1999 1434 5 6 26 30 36 232 437 617 707 1295 307 312 473 90 121 142 877 1160 16 937 1156 1644 846 752 189 6367 1303 4280 1112 1454 150 369 748 16700 2238 3286 25 4965 1744 455 1383 609 85 74 177 224 340 135 824 288 60 2375 383 281 843 2850 1343 1198 16 1880 279 1807 982 1887 143 646 3831 1274 2387 251 456 647 3087 570 452 684 21 317 813 1062 83 564 10859 11002 607 1099 344 306 28279 5292 334 449
21325 494 258 1181 5848 0 2629 1932 17 14 43 49 61 256 669 845 1064 1588 339 374 556 109 175 141 1003 1672 21 1148 1458 1961 1132 979 184 7474 1789 5289 1291 1789 184 437 888 21081 2987 3724 24 5369 2173 606 1836 725 81 122 261 272 387 155 967 248 92 3020 521 282 875 3548 1662 1723 40 2450 434 2308 1360 2534 210 916 5056 1571 2961 257 588 928 4023 658 511 887 28 468 1090 1304 74 791 13090 13226 858 1334 447 438 35868 7171 501 568
22476 612 307 792 6289 0 2319 1874 7 17 66 53 67 344 579 977 1206 1601 367 447 673 116 157 140 1118 1661 21 1429 1514 2043 1154 1001 220 7604 1798 5511 1414 1907 200 426 1059 22594 3316 4530 38 6612 2349 609 2176 753 90 100 225 283 359 178 1042 291 87 3125 528 276 1022 4023 1938 2108 23 2897 447 2434 1739 3192 166 1038 5629 1976 3492 307 705 936 4650 815 610 1069 40 480 1461 1470 130 775 14259 14719 1020 1514 495 429 42031 7496 515 630
21498 652 347 775 7223 0 2007 1972 1 20 66 46 68 322 652 905 1241 1519 299 334 654 137 158 119 1066 1386 22 1116 1464 2057 1155 989 284 6922 1425 4969 1142 1879 181 475 1074 27074 3959 5921 36 8875 2857 1002 2479 801 103 88 200 333 471 211 1403 355 123 2875 469 285 1146 4018 2090 2159 32 2935 439 2575 1784 3124 199 1196 6408 2295 3548 320 770 1081 6211 899 680 1123 52 450 1634 1409 148 762 15866 15237 1194 1741 591 456 46000 7672 437 664
18231 534 230 780 6036 0 1904 1527 6 16 48 30 50 253 576 745 901 1247 282 323 555 149 107 136 921 1247 24 837 1140 1793 992 868 190 6639 1342 4246 1195 1503 140 415 965 21307 2766 4222 41 6046 1936 731 1774 772 108 123 188 230 465 218 1057 356 67 2596 462 265 850 3326 1645 1535 20 2032 328 1662 1052 1769 161 958 4968 1748 2475 242 532 795 4463 640 550 830 41 311 815 1073 93 576 11736 11505 934 1205 451 413 33163 5761 348 506
18018 471 211 807 5117 0 1708 1361 14 11 40 38 60 229 479 643 788 1228 216 278 524 103 130 120 817 1107 22 822 1293 1603 989 792 233 6777 1236 4218 1206 1574 159 425 865 18006 2277 3474 24 4931 1728 682 1647 631 93 89 182 235 341 184 844 237 76 2331 381 241 857 3153 1363 1269 26 1816 272 1590 988 1622 135 829 4166 1445 2200 278 426 724 3755 573 402 654 41 384 728 943 107 580 10917 10108 776 1077 403 387 28366 5462 289 476
17268 434 233 797 4437 0 1994 1633 9 16 36 47 46 238 454 697 823 1253 258 320 573 116 116 150 872 1264 17 865 1293 1583 1009 957 214 6498 1217 4633 1163 1578 171 443 776 17436 2156 3463 27 4755 1500 605 1583 686 89 102 154 192 327 167 823 192 71 2551 410 218 842 3151 1366 1282 20 1895 271 1741 1079 1584 147 780 4272 1638 2404 285 386 738 3491 580 385 723 34 342 798 1008 94 542 10877 10080 804 1055 435 319 28684 5624 308 471
16657 477 272 836 4866 0 2036 1635 7 11 37 49 48 233 389 619 896 1362 298 329 517 106 133 120 849 1308 39 1000 1329 1679 1091 912 199 7008 1287 4737 1210 1730 151 465 912 17887 2010 3398 21 5049 1472 629 1544 657 84 96 200 238 368 151 1025 257 87 2427 399 232 850 3083 1436 1370 22 1949 317 1812 1019 1756 169 780 4252 1451 2486 245 503 676 3594 641 429 708 25 351 823 1106 96 665 11227 10621 829 1166 332 303 31139 6101 344 514
18624 477 239 768 5256 0 2080 1896 7 11 53 57 65 294 467 771 1083 1555 342 393 568 92 150 144 1101 1422 25 1276 1551 1929 1198 1072 251 7211 1513 5658 1295 1937 202 449 953 20136 2581 4081 26 5860 1577 754 1651 659 86 117 203 284 433 157 1097 254 91 3383 473 292 975 3697 1779 1276 18 2511 404 2316 1303 2035 183 764 4789 1425 3131 287 631 691 3831 726 521 885 27 470 1045 1259 97 674 12617 12807 914 1235 387 370 37954 7622 427 590
19104 527 311 644 5557 0 2103 1988 18 9 35 52 64 313 546 814 1294 1557 313 370 623 102 125 144 1166 1562 24 1336 1553 2035 1210 1017 259 7046 1528 5571 1233 2015 170 481 1079 21243 2793 4398 40 6551 1773 728 1852 738 87 100 194 240 383 224 1137 354 98 3617 438 237 1054 3628 1835 1444 29 3009 416 2586 1610 2725 159 939 5636 1782 3577 301 769 730 4505 828 596 949 37 550 1303 1366 138 686 13278 13981 933 1421 479 380 42424 8024 491 629
18670 706 316 764 7139 0 1811 2053 5 19 70 48 77 313 592 885 1114 1287 261 336 727 93 124 113 1025 1215 16 1058 1548 1682 1019 1035 229 6451 1435 4857 1094 1715 166 466 1073 25270 3730 5588 29 8222 2506 1006 2272 759 101 94 202 286 494 218 1276 317 57 3545 425 290 1023 4751 2020 1618 23 3066 413 2461 1707 2996 169 946 5980 2179 3605 328 794 872 5349 835 617 1034 36 515 1485 1449 153 764 14917 14639 1066 1608 477 451 45479 7803 408 672
16057 617 238 766 6280 0 1775 1579 10 20 46 37 66 243 504 755 843 1284 266 277 479 94 110 111 896 1157 24 727 1220 1487 905 756 183 6206 1215 4034 1005 1427 143 339 851 20242 2823 3974 31 5544 1794 722 1410 732 86 86 194 237 403 161 980 308 44 2528 365 232 881 3501 1436 1073 26 2117 345 1652 1105 1732 139 811 4442 1499 2472 279 532 824 3989 647 504 659 48 325 826 1036 87 601 11823 11426 859 1196 387 345 31912 5380 308 451
16717 489 184 739 5037 0 2113 1540 5 9 38 36 63 234 622 740 788 1259 243 280 469 95 119 108 797 1158 16 745 1193 2025 969 724 305 7019 1301 4100 1292 1509 158 347 805 18630 2379 3298 22 4865 1494 579 1260 626 68 80 173 206 364 141 883 222 64 2464 367 211 779 3406 1415 975 14 2029 270 1594 1033 1713 153 797 4524 1522 2360 268 446 884 3501 571 527 773 32 313 654 1002 76 581 11022 10376 781 1022 356 384 29145 5494 306 497
16787 428 247 814 5110 0 2045 1636 3 27 46 46 49 189 563 747 843 1333 277 298 496 119 135 131 829 1332 23 929 1304 1792 1099 793 267 7106 1458 4632 1257 1636 160 442 806 19168 2282 3253 29 4541 1555 655 1197 657 39 90 215 223 391 140 884 236 75 2767 422 204 822 3778 1378 1044 12 2149 291 1618 1032 1842 175 772 4118 1161 2307 237 484 757 3616 587 491 655 27 320 709 1000 71 610 11808 10439 734 935 338 352 29476 5506 302 536
19556 462 229 909 4969 0 2439 1653 11 4 51 53 54 242 595 752 832 1486 381 410 553 110 164 162 1001 1427 30 1028 1355 2033 1045 829 223 7449 1466 4774 1344 1745 157 416 871 18903 2327 3046 27 4497 1461 619 1252 640 65 95 163 233 343 177 1051 199 79 2864 426 215 866 3832 1404 1060 23 2227 380 1865 1191 2098 172 709 4428 1148 2563 230 512 869 3608 670 496 825 25 423 800 1066 80 670 12336 11019 813 994 324 330 32145 6026 322 592
22935 513 249 720 5728 0 2658 1879 13 9 63 65 80 324 860 940 1151 1770 407 468 663 148 169 233 1246 1799 21 1543 1599 2374 1245 1018 291 8119 1671 5948 1464 1980 178 421 970 21895 3147 3988 28 5390 1902 787 1413 664 78 101 265 244 324 146 943 260 76 3600 504 326 1111 4143 1727 1271 22 2869 536 2354 1564 2802 195 761 4939 1192 3201 236 693 843 4379 721 540 928 38 543 1102 1382 108 766 14687 13933 861 1305 363 416 41529 6908 417 623
25801 525 269 714 5996 0 2948 2048 10 13 62 77 81 382 623 876 1343 1971 475 531 777 171 180 252 1494 2006 22 1498 1678 2097 1294 987 295 8451 1735 6438 1537 2107 208 538 1149 23370 3070 4408 41 6125 2292 807 1620 789 99 88 183 292 406 227 1161 257 83 4062 426 301 1108 4363 2073 1509 24 2979 467 2753 1906 3630 222 903 5757 1503 3778 291 903 864 4848 827 585 1033 48 700 1543 1682 139 782 15374 15469 1030 1585 481 362 48108 7514 527 727
21805 568 290 728 6306 0 2055 1637 21 17 47 65 87 318 592 914 1129 1424 365 394 600 112 127 131 1058 1573 22 1047 1281 1957 1180 995 285 7533 1425 5150 1308 1870 157 427 998 22170 3330 4873 21 6288 2450 748 1615 647 91 69 184 280 496 158 1091 294 58 3522 461 246 1079 3058 1874 1498 31 2960 466 2230 2028 3196 176 870 5260 1575 3132 273 849 727 4444 801 571 1023 36 746 1410 1369 116 677 12919 13505 992 1578 379 426 42915 6401 458 681
18660 510 226 778 5449 0 1709 1204 9 4 34 43 35 229 423 579 795 1160 234 265 497 98 88 118 871 944 17 766 1010 1351 906 780 221 6325 1142 3977 1049 1394 135 433 768 19274 2612 3631 29 5329 1865 589 1311 684 107 90 167 223 486 166 933 300 38 2713 337 255 810 2651 1587 1153 27 2037 247 1628 1126 1703 144 781 4218 1443 2300 296 549 625 3607 646 444 593 38 307 737 995 71 552 10555 11058 778 1131 395 344 31479 4442 387 452
